i,j,shade,mid,file_name,partition,destroy_label,color
0.0,57.5,10.298593609599683,9.866217680593266,train/a_0.0_57.5_10.298593609599683_9.866217680593266.png,0,1,0
0.0,58.0,4.814320536076208,5.635009228446949,train/a_0.0_58.0_4.814320536076208_5.635009228446949.png,0,0,0
0.0,58.5,5.416226308567371,6.416277726425116,train/a_0.0_58.5_5.416226308567371_6.416277726425116.png,0,0,0
0.0,59.0,4.586607488983142,4.4643512374611225,train/a_0.0_59.0_4.586607488983142_4.4643512374611225.png,0,0,0
0.0,59.5,5.984450516442203,7.997424751506797,train/a_0.0_59.5_5.984450516442203_7.997424751506797.png,0,0,0
0.0,60.0,5.009319680438768,8.084853845140632,train/a_0.0_60.0_5.009319680438768_8.084853845140632.png,0,0,0
0.0,60.5,5.501249944419112,7.341146731843624,train/a_0.0_60.5_5.501249944419112_7.341146731843624.png,0,0,0
0.0,61.0,4.829974900196174,5.473914911740732,train/a_0.0_61.0_4.829974900196174_5.473914911740732.png,0,0,0
0.0,61.5,7.8479694583889295,7.996034107313386,train/a_0.0_61.5_7.8479694583889295_7.996034107313386.png,0,1,0
0.0,62.0,4.7225658710295715,7.005532254338928,train/a_0.0_62.0_4.7225658710295715_7.005532254338928.png,0,0,0
0.0,62.5,5.58111916652394,5.069475601671964,train/a_0.0_62.5_5.58111916652394_5.069475601671964.png,0,0,0
0.0,63.0,5.651989962694486,6.339762267845946,train/a_0.0_63.0_5.651989962694486_6.339762267845946.png,0,0,0
0.0,63.5,3.8906474555728714,4.62876391898182,train/a_0.0_63.5_3.8906474555728714_4.62876391898182.png,0,0,0
0.0,64.0,6.767845403200683,5.123751677393587,train/a_0.0_64.0_6.767845403200683_5.123751677393587.png,0,0,0
0.0,64.5,4.186137559759833,5.098331728650145,train/a_0.0_64.5_4.186137559759833_5.098331728650145.png,0,0,0
0.0,65.0,5.26800529841946,6.744269222654106,train/a_0.0_65.0_5.26800529841946_6.744269222654106.png,0,0,0
0.0,65.5,4.378475825481212,9.008637767937296,train/a_0.0_65.5_4.378475825481212_9.008637767937296.png,0,0,0
0.0,66.0,2.347830436412404,8.688183450640738,train/a_0.0_66.0_2.347830436412404_8.688183450640738.png,0,0,0
0.0,66.5,4.180596400208086,8.803931069614684,train/a_0.0_66.5_4.180596400208086_8.803931069614684.png,0,0,0
0.0,67.0,2.8514628146197607,7.360596021868952,train/a_0.0_67.0_2.8514628146197607_7.360596021868952.png,0,0,0
0.0,67.5,3.8525375151710337,6.9325451204624935,train/a_0.0_67.5_3.8525375151710337_6.9325451204624935.png,0,0,0
0.0,68.0,4.724504180674419,6.865078740106086,train/a_0.0_68.0_4.724504180674419_6.865078740106086.png,0,0,0
0.0,68.5,4.687507292420184,6.071708129157268,train/a_0.0_68.5_4.687507292420184_6.071708129157268.png,0,0,0
0.0,69.0,3.611154402691309,7.260409155992301,train/a_0.0_69.0_3.611154402691309_7.260409155992301.png,0,0,0
0.0,69.5,3.7559090002258224,7.430512896130766,train/a_0.0_69.5_3.7559090002258224_7.430512896130766.png,0,0,0
0.0,70.0,3.3309494041328005,9.425795555937647,train/a_0.0_70.0_3.3309494041328005_9.425795555937647.png,0,1,0
0.0,70.5,3.10856936654788,7.181121756534074,train/a_0.0_70.5_3.10856936654788_7.181121756534074.png,0,0,0
0.0,71.0,2.54098445764324,7.7004049883716705,train/a_0.0_71.0_2.54098445764324_7.7004049883716705.png,0,0,0
0.0,71.5,2.6615442927080224,8.32631904271732,train/a_0.0_71.5_2.6615442927080224_8.32631904271732.png,0,0,0
0.0,72.0,3.451052895335092,7.68516772718522,train/a_0.0_72.0_3.451052895335092_7.68516772718522.png,0,0,0
0.0,72.5,5.1327533396670715,11.404722755047572,train/a_0.0_72.5_5.1327533396670715_11.404722755047572.png,0,1,0
0.0,73.0,2.0,8.949043864864771,train/a_0.0_73.0_2_8.949043864864771.png,0,0,0
0.0,73.5,11.46859756413068,11.664224978427615,train/a_0.0_73.5_11.46859756413068_11.664224978427615.png,0,1,0
0.0,74.0,3.6782229134172097,10.769199071207364,train/a_0.0_74.0_3.6782229134172097_10.769199071207364.png,0,0,0
0.0,74.5,3.2644610759342267,6.99641367636827,train/a_0.0_74.5_3.2644610759342267_6.99641367636827.png,0,0,0
0.0,75.0,2.9257363664972047,8.563230619750803,train/a_0.0_75.0_2.9257363664972047_8.563230619750803.png,0,0,0
0.0,75.5,2.0,6.828048765002739,train/a_0.0_75.5_2_6.828048765002739.png,0,0,0
0.0,76.0,2.040099941274114,8.378542243930665,train/a_0.0_76.0_2.040099941274114_8.378542243930665.png,0,0,0
0.0,76.5,2.150421891866676,10.411192776066612,train/a_0.0_76.5_2.150421891866676_10.411192776066612.png,0,0,0
0.0,77.0,2.0,8.201318189875558,train/a_0.0_77.0_2_8.201318189875558.png,0,0,0
0.0,77.5,7.46694348006945,6.459361994919645,train/a_0.0_77.5_7.46694348006945_6.459361994919645.png,0,1,0
0.0,78.0,2.0,9.66934675161537,train/a_0.0_78.0_2_9.66934675161537.png,0,0,0
0.0,78.5,2.6166342035674477,8.294285310408302,train/a_0.0_78.5_2.6166342035674477_8.294285310408302.png,0,0,0
0.0,79.0,2.0,9.200449305809007,train/a_0.0_79.0_2_9.200449305809007.png,0,0,0
0.0,79.5,7.331171307699215,9.463106449363725,train/a_0.0_79.5_7.331171307699215_9.463106449363725.png,0,1,0
0.0,80.0,2.0,9.083583995645789,train/a_0.0_80.0_2_9.083583995645789.png,0,0,0
0.0,80.5,2.3068917272544534,9.980774296151711,train/a_0.0_80.5_2.3068917272544534_9.980774296151711.png,0,0,0
0.0,81.0,2.0612067108222534,8.40524061384857,train/a_0.0_81.0_2.0612067108222534_8.40524061384857.png,0,1,0
0.0,81.5,2.0,8.970466348075313,train/a_0.0_81.5_2_8.970466348075313.png,0,0,0
0.0,82.0,2.049040471286501,8.376098428372819,train/a_0.0_82.0_2.049040471286501_8.376098428372819.png,0,0,0
0.0,82.5,3.088306988263608,10.97100966746159,train/a_0.0_82.5_3.088306988263608_10.97100966746159.png,0,1,0
0.0,83.0,2.0,9.317926006880572,train/a_0.0_83.0_2_9.317926006880572.png,0,0,0
0.0,83.5,2.413164786103954,7.358524626217256,train/a_0.0_83.5_2.413164786103954_7.358524626217256.png,0,0,0
0.0,84.0,2.0,8.103650761044648,train/a_0.0_84.0_2_8.103650761044648.png,0,0,0
0.0,84.5,2.0,10.125016807921147,train/a_0.0_84.5_2_10.125016807921147.png,0,0,0
0.0,85.0,2.0,11.90454284274935,train/a_0.0_85.0_2_11.90454284274935.png,0,0,0
0.0,85.5,2.0,11.071171611314583,train/a_0.0_85.5_2_11.071171611314583.png,0,0,0
0.0,86.0,2.0,9.76160555699997,train/a_0.0_86.0_2_9.76160555699997.png,0,0,0
0.0,86.5,2.0,10.530273248920684,train/a_0.0_86.5_2_10.530273248920684.png,0,0,0
0.0,87.0,2.0,9.646483829545627,train/a_0.0_87.0_2_9.646483829545627.png,0,0,0
0.0,87.5,2.0,9.520673107902407,train/a_0.0_87.5_2_9.520673107902407.png,0,0,0
0.0,88.0,2.0,10.401798023116806,train/a_0.0_88.0_2_10.401798023116806.png,0,0,0
0.0,88.5,6.726320825740087,6.901559151444256,train/a_0.0_88.5_6.726320825740087_6.901559151444256.png,0,1,0
0.5,48.0,3.8213564439934316,6.42297149596913,train/a_0.5_48.0_3.8213564439934316_6.42297149596913.png,0,1,0
0.5,48.5,7.9057666539366,11.903403181201355,train/a_0.5_48.5_7.9057666539366_11.903403181201355.png,0,1,0
0.5,49.0,8.64328454629193,4.877899797451035,train/a_0.5_49.0_8.64328454629193_4.877899797451035.png,0,0,0
0.5,49.5,7.768280777488373,4.379413564635258,train/a_0.5_49.5_7.768280777488373_4.379413564635258.png,0,0,0
0.5,50.0,7.408316646177572,4.393028842946607,train/a_0.5_50.0_7.408316646177572_4.393028842946607.png,0,0,0
0.5,50.5,6.448004363159091,4.3790644269381565,train/a_0.5_50.5_6.448004363159091_4.3790644269381565.png,0,0,0
0.5,51.0,5.299960868172567,4.0363944890161765,train/a_0.5_51.0_5.299960868172567_4.0363944890161765.png,0,0,0
0.5,51.5,7.6507691516967915,5.297470240076503,train/a_0.5_51.5_7.6507691516967915_5.297470240076503.png,0,0,0
0.5,52.0,7.389998125063529,5.381754584525193,train/a_0.5_52.0_7.389998125063529_5.381754584525193.png,0,0,0
0.5,52.5,7.496151582591375,5.957786657821732,train/a_0.5_52.5_7.496151582591375_5.957786657821732.png,0,0,0
0.5,53.0,7.390890199945195,5.155589654576206,train/a_0.5_53.0_7.390890199945195_5.155589654576206.png,0,0,0
0.5,53.5,6.352331637439772,3.7456205786700396,train/a_0.5_53.5_6.352331637439772_3.7456205786700396.png,0,0,0
0.5,54.0,5.6772762902311875,7.226182382650786,train/a_0.5_54.0_5.6772762902311875_7.226182382650786.png,0,0,0
0.5,54.5,2.1050462100065648,9.192724123186299,train/a_0.5_54.5_2.1050462100065648_9.192724123186299.png,0,1,0
0.5,55.0,7.901331150904042,4.464132977597475,train/a_0.5_55.0_7.901331150904042_4.464132977597475.png,0,0,0
0.5,55.5,8.84141935338818,5.463194782743905,train/a_0.5_55.5_8.84141935338818_5.463194782743905.png,0,0,0
0.5,56.0,4.572972800013729,4.279695405008735,train/a_0.5_56.0_4.572972800013729_4.279695405008735.png,0,0,0
0.5,56.5,7.511193100224773,7.1336808882745375,train/a_0.5_56.5_7.511193100224773_7.1336808882745375.png,0,0,0
0.5,57.0,6.36539161773563,6.133056799177918,train/a_0.5_57.0_6.36539161773563_6.133056799177918.png,0,0,0
0.5,57.5,10.494271021183863,10.768792149409624,train/a_0.5_57.5_10.494271021183863_10.768792149409624.png,0,1,0
0.5,58.0,4.0754071306235,12.477595494126021,train/a_0.5_58.0_4.0754071306235_12.477595494126021.png,0,1,0
0.5,58.5,5.501758943878382,3.5679588228628707,train/a_0.5_58.5_5.501758943878382_3.5679588228628707.png,0,0,0
0.5,59.0,6.3560261406263505,5.128209334055845,train/a_0.5_59.0_6.3560261406263505_5.128209334055845.png,0,0,0
0.5,59.5,3.6040010747518436,4.615265136274154,train/a_0.5_59.5_3.6040010747518436_4.615265136274154.png,0,0,0
0.5,60.0,5.53112832859083,5.63467416435681,train/a_0.5_60.0_5.53112832859083_5.63467416435681.png,0,0,0
0.5,60.5,4.796798014390046,6.8620508856294835,train/a_0.5_60.5_4.796798014390046_6.8620508856294835.png,0,0,0
0.5,61.0,5.9603297817572924,6.392401891978063,train/a_0.5_61.0_5.9603297817572924_6.392401891978063.png,0,0,0
0.5,61.5,7.099092673618181,6.053679830759744,train/a_0.5_61.5_7.099092673618181_6.053679830759744.png,0,0,0
0.5,62.0,6.548435311761233,11.102348000046035,train/a_0.5_62.0_6.548435311761233_11.102348000046035.png,0,1,0
0.5,62.5,6.138309964246415,10.779471233688643,train/a_0.5_62.5_6.138309964246415_10.779471233688643.png,0,1,0
0.5,63.0,4.9520528419914385,6.234431369741855,train/a_0.5_63.0_4.9520528419914385_6.234431369741855.png,0,0,0
0.5,63.5,4.164340414840774,7.699179664432515,train/a_0.5_63.5_4.164340414840774_7.699179664432515.png,0,0,0
0.5,64.0,7.085184473038923,6.8599096606453305,train/a_0.5_64.0_7.085184473038923_6.8599096606453305.png,0,1,0
0.5,64.5,4.5128728312575985,6.575847231928493,train/a_0.5_64.5_4.5128728312575985_6.575847231928493.png,0,0,0
0.5,65.0,2.9918352669392645,9.920627701493448,train/a_0.5_65.0_2.9918352669392645_9.920627701493448.png,0,1,0
0.5,65.5,4.370347567431255,7.983013288578764,train/a_0.5_65.5_4.370347567431255_7.983013288578764.png,0,0,0
0.5,66.0,4.712954388010814,7.870646741002012,train/a_0.5_66.0_4.712954388010814_7.870646741002012.png,0,0,0
0.5,66.5,3.9212179444289905,8.853566115281108,train/a_0.5_66.5_3.9212179444289905_8.853566115281108.png,0,0,0
0.5,67.0,4.446044897726779,5.794779451558636,train/a_0.5_67.0_4.446044897726779_5.794779451558636.png,0,0,0
0.5,67.5,3.7715633040617345,7.94359827662642,train/a_0.5_67.5_3.7715633040617345_7.94359827662642.png,0,0,0
0.5,68.0,4.455689009725993,9.905371536301043,train/a_0.5_68.0_4.455689009725993_9.905371536301043.png,0,0,0
0.5,68.5,3.644408999726912,7.631432478406578,train/a_0.5_68.5_3.644408999726912_7.631432478406578.png,0,0,0
0.5,69.0,2.721144289024614,7.34727274040852,train/a_0.5_69.0_2.721144289024614_7.34727274040852.png,0,0,0
0.5,69.5,4.930514915099768,7.600127970562096,train/a_0.5_69.5_4.930514915099768_7.600127970562096.png,0,0,0
0.5,70.0,2.3762000709150977,7.51668628717181,train/a_0.5_70.0_2.3762000709150977_7.51668628717181.png,0,0,0
0.5,70.5,2.771270413393771,7.471167053389403,train/a_0.5_70.5_2.771270413393771_7.471167053389403.png,0,0,0
0.5,71.0,3.8596760717328173,7.292605908446168,train/a_0.5_71.0_3.8596760717328173_7.292605908446168.png,0,0,0
0.5,71.5,3.234791753009701,7.647335898897418,train/a_0.5_71.5_3.234791753009701_7.647335898897418.png,0,0,0
0.5,72.0,2.0,7.5233345247373045,train/a_0.5_72.0_2_7.5233345247373045.png,0,0,0
0.5,72.5,2.0,8.875805314740914,train/a_0.5_72.5_2_8.875805314740914.png,0,0,0
0.5,73.0,5.183273255424901,9.355972678651828,train/a_0.5_73.0_5.183273255424901_9.355972678651828.png,0,0,0
0.5,73.5,2.6069308183721214,5.627433722014822,train/a_0.5_73.5_2.6069308183721214_5.627433722014822.png,0,0,0
0.5,74.0,2.0,9.315757051703937,train/a_0.5_74.0_2_9.315757051703937.png,0,0,0
0.5,74.5,7.861408733338419,5.804784825166043,train/a_0.5_74.5_7.861408733338419_5.804784825166043.png,0,1,0
0.5,75.0,11.910747792777308,11.456345772855459,train/a_0.5_75.0_11.910747792777308_11.456345772855459.png,0,1,0
0.5,75.5,2.6806136174365074,8.541515056940012,train/a_0.5_75.5_2.6806136174365074_8.541515056940012.png,0,0,0
0.5,76.0,6.090301329290907,4.3946467592931215,train/a_0.5_76.0_6.090301329290907_4.3946467592931215.png,0,1,0
0.5,76.5,3.6860196527150464,9.545098427849705,train/a_0.5_76.5_3.6860196527150464_9.545098427849705.png,0,0,0
0.5,77.0,2.0,9.42566596970043,train/a_0.5_77.0_2_9.42566596970043.png,0,0,0
0.5,77.5,12.383875908743583,6.677857346226377,train/a_0.5_77.5_12.383875908743583_6.677857346226377.png,0,1,0
0.5,78.0,2.0,7.416519166284463,train/a_0.5_78.0_2_7.416519166284463.png,0,0,0
0.5,78.5,3.4188113997162093,7.9930322519242605,train/a_0.5_78.5_3.4188113997162093_7.9930322519242605.png,0,0,0
0.5,79.0,4.76328561714814,9.375639572927215,train/a_0.5_79.0_4.76328561714814_9.375639572927215.png,0,0,0
0.5,79.5,2.5424230620102333,7.941911846152793,train/a_0.5_79.5_2.5424230620102333_7.941911846152793.png,0,0,0
0.5,80.0,2.9095091623078266,9.003473747054334,train/a_0.5_80.0_2.9095091623078266_9.003473747054334.png,0,0,0
0.5,80.5,2.0,7.755420966628791,train/a_0.5_80.5_2_7.755420966628791.png,0,0,0
0.5,81.0,2.5575015924973292,9.19419503750886,train/a_0.5_81.0_2.5575015924973292_9.19419503750886.png,0,0,0
0.5,81.5,2.0,10.161994353309373,train/a_0.5_81.5_2_10.161994353309373.png,0,0,0
0.5,82.0,2.0,9.102673847841077,train/a_0.5_82.0_2_9.102673847841077.png,0,0,0
0.5,82.5,2.0,6.523038524859592,train/a_0.5_82.5_2_6.523038524859592.png,0,0,0
0.5,83.0,5.3718038683143625,12.37503306327018,train/a_0.5_83.0_5.3718038683143625_12.37503306327018.png,0,1,0
0.5,83.5,2.0,8.569659022149732,train/a_0.5_83.5_2_8.569659022149732.png,0,0,0
0.5,84.0,2.0,9.708866981199629,train/a_0.5_84.0_2_9.708866981199629.png,0,0,0
0.5,84.5,2.0,7.6406724192943765,train/a_0.5_84.5_2_7.6406724192943765.png,0,0,0
0.5,85.0,7.00985666296268,5.075563818902689,train/a_0.5_85.0_7.00985666296268_5.075563818902689.png,0,1,0
0.5,85.5,2.0,9.274520911050132,train/a_0.5_85.5_2_9.274520911050132.png,0,0,0
0.5,86.0,2.0,8.984825524641145,train/a_0.5_86.0_2_8.984825524641145.png,0,0,0
0.5,86.5,2.0,11.09601174841057,train/a_0.5_86.5_2_11.09601174841057.png,0,0,0
0.5,87.0,2.0,8.973941124717909,train/a_0.5_87.0_2_8.973941124717909.png,0,0,0
0.5,87.5,2.3404332379729835,8.83949288646431,train/a_0.5_87.5_2.3404332379729835_8.83949288646431.png,0,0,0
0.5,88.0,3.0400826310115487,5.645789435723164,train/a_0.5_88.0_3.0400826310115487_5.645789435723164.png,0,1,0
0.5,88.5,10.20283792167946,9.799969085380802,train/a_0.5_88.5_10.20283792167946_9.799969085380802.png,0,1,0
1.0,48.0,2.6743433125556484,5.1117741682694975,train/a_1.0_48.0_2.6743433125556484_5.1117741682694975.png,0,1,0
1.0,48.5,7.373681144974861,6.5002775159084845,train/a_1.0_48.5_7.373681144974861_6.5002775159084845.png,0,0,0
1.0,49.0,7.95003994016015,4.087944995527298,train/a_1.0_49.0_7.95003994016015_4.087944995527298.png,0,0,0
1.0,49.5,10.4724382789697,4.700928837589842,train/a_1.0_49.5_10.4724382789697_4.700928837589842.png,0,0,0
1.0,50.0,8.39175095428598,6.11170418769538,train/a_1.0_50.0_8.39175095428598_6.11170418769538.png,0,0,0
1.0,50.5,6.930237815208098,4.331086873503262,train/a_1.0_50.5_6.930237815208098_4.331086873503262.png,0,0,0
1.0,51.0,6.84821969800787,6.609688229758576,train/a_1.0_51.0_6.84821969800787_6.609688229758576.png,0,1,0
1.0,51.5,7.808837369187804,10.42755868426763,train/a_1.0_51.5_7.808837369187804_10.42755868426763.png,0,1,0
1.0,52.0,9.452754314209065,6.10302783833001,train/a_1.0_52.0_9.452754314209065_6.10302783833001.png,0,0,0
1.0,52.5,8.345029967696584,4.79873696050154,train/a_1.0_52.5_8.345029967696584_4.79873696050154.png,0,0,0
1.0,53.0,6.1525618828527655,4.779592874677482,train/a_1.0_53.0_6.1525618828527655_4.779592874677482.png,0,0,0
1.0,53.5,5.498648754085353,2.4516641161487844,train/a_1.0_53.5_5.498648754085353_2.4516641161487844.png,0,0,0
1.0,54.0,7.04408395654337,5.3632053575186704,train/a_1.0_54.0_7.04408395654337_5.3632053575186704.png,0,0,0
1.0,54.5,7.203416380911115,5.308224160802066,train/a_1.0_54.5_7.203416380911115_5.308224160802066.png,0,0,0
1.0,55.0,6.688800182845589,6.174882017354512,train/a_1.0_55.0_6.688800182845589_6.174882017354512.png,0,0,0
1.0,55.5,3.957116583928384,5.680872496373131,train/a_1.0_55.5_3.957116583928384_5.680872496373131.png,0,0,0
1.0,56.0,7.22562520671997,5.284489449110302,train/a_1.0_56.0_7.22562520671997_5.284489449110302.png,0,0,0
1.0,56.5,6.197503671809026,5.7518140063543814,train/a_1.0_56.5_6.197503671809026_5.7518140063543814.png,0,0,0
1.0,57.0,8.194167840912272,5.592459103998461,train/a_1.0_57.0_8.194167840912272_5.592459103998461.png,0,0,0
1.0,57.5,6.333483111683479,6.023386586436135,train/a_1.0_57.5_6.333483111683479_6.023386586436135.png,0,0,0
1.0,58.0,5.403843990867872,6.018152797718979,train/a_1.0_58.0_5.403843990867872_6.018152797718979.png,0,0,0
1.0,58.5,5.988509614251861,6.210906347278478,train/a_1.0_58.5_5.988509614251861_6.210906347278478.png,0,0,0
1.0,59.0,5.943395345517714,5.849254392647449,train/a_1.0_59.0_5.943395345517714_5.849254392647449.png,0,0,0
1.0,59.5,5.653971171465345,5.767788464439416,train/a_1.0_59.5_5.653971171465345_5.767788464439416.png,0,0,0
1.0,60.0,5.397122543646606,5.984251396330284,train/a_1.0_60.0_5.397122543646606_5.984251396330284.png,0,0,0
1.0,60.5,5.375815555246167,5.269820335830925,train/a_1.0_60.5_5.375815555246167_5.269820335830925.png,0,0,0
1.0,61.0,5.828965241747197,7.009777276626879,train/a_1.0_61.0_5.828965241747197_7.009777276626879.png,0,0,0
1.0,61.5,3.91786503579584,7.720577169136137,train/a_1.0_61.5_3.91786503579584_7.720577169136137.png,0,0,0
1.0,62.0,5.197891835283249,5.163491447421391,train/a_1.0_62.0_5.197891835283249_5.163491447421391.png,0,0,0
1.0,62.5,4.783578564562742,7.106594803122919,train/a_1.0_62.5_4.783578564562742_7.106594803122919.png,0,0,0
1.0,63.0,3.924707626739293,9.000854407512936,train/a_1.0_63.0_3.924707626739293_9.000854407512936.png,0,0,0
1.0,63.5,4.266250454758921,7.64432978727509,train/a_1.0_63.5_4.266250454758921_7.64432978727509.png,0,0,0
1.0,64.0,5.231939075223663,6.323942374301697,train/a_1.0_64.0_5.231939075223663_6.323942374301697.png,0,0,0
1.0,64.5,12.571917302410803,9.740064314239639,train/a_1.0_64.5_12.571917302410803_9.740064314239639.png,0,1,0
1.0,65.0,4.874803086711528,5.868988103265811,train/a_1.0_65.0_4.874803086711528_5.868988103265811.png,0,0,0
1.0,65.5,2.216957755797826,6.133435892757512,train/a_1.0_65.5_2.216957755797826_6.133435892757512.png,0,1,0
1.0,66.0,3.3974812574620197,8.920239008755303,train/a_1.0_66.0_3.3974812574620197_8.920239008755303.png,0,0,0
1.0,66.5,2.981996666848711,7.025302492245889,train/a_1.0_66.5_2.981996666848711_7.025302492245889.png,0,0,0
1.0,67.0,8.716477146444975,6.058546055396611,train/a_1.0_67.0_8.716477146444975_6.058546055396611.png,0,1,0
1.0,67.5,8.296850035384253,10.789293839276056,train/a_1.0_67.5_8.296850035384253_10.789293839276056.png,0,1,0
1.0,68.0,8.010517099412233,10.612547918067227,train/a_1.0_68.0_8.010517099412233_10.612547918067227.png,0,1,0
1.0,68.5,6.186855884391069,7.194988297087104,train/a_1.0_68.5_6.186855884391069_7.194988297087104.png,0,1,0
1.0,69.0,2.1555210982551865,5.912904700748372,train/a_1.0_69.0_2.1555210982551865_5.912904700748372.png,0,0,0
1.0,69.5,3.5069296031849215,8.72138362464493,train/a_1.0_69.5_3.5069296031849215_8.72138362464493.png,0,0,0
1.0,70.0,2.716030277866959,7.938229299412464,train/a_1.0_70.0_2.716030277866959_7.938229299412464.png,0,0,0
1.0,70.5,3.4964880463828787,6.408090520392336,train/a_1.0_70.5_3.4964880463828787_6.408090520392336.png,0,0,0
1.0,71.0,2.36049914249804,7.249537545310726,train/a_1.0_71.0_2.36049914249804_7.249537545310726.png,0,0,0
1.0,71.5,3.404911836411764,8.23246331116967,train/a_1.0_71.5_3.404911836411764_8.23246331116967.png,0,0,0
1.0,72.0,2.356781937501015,8.370242197700717,train/a_1.0_72.0_2.356781937501015_8.370242197700717.png,0,0,0
1.0,72.5,3.884232796162817,7.154657309551425,train/a_1.0_72.5_3.884232796162817_7.154657309551425.png,0,0,0
1.0,73.0,2.89341023840171,6.766049885145248,train/a_1.0_73.0_2.89341023840171_6.766049885145248.png,0,0,0
1.0,73.5,2.6858300179781684,10.267658511783075,train/a_1.0_73.5_2.6858300179781684_10.267658511783075.png,0,0,0
1.0,74.0,2.651476931601744,7.575569967035622,train/a_1.0_74.0_2.651476931601744_7.575569967035622.png,0,0,0
1.0,74.5,3.599798391146033,8.770719611980558,train/a_1.0_74.5_3.599798391146033_8.770719611980558.png,0,0,0
1.0,75.0,2.0,7.923370651447687,train/a_1.0_75.0_2_7.923370651447687.png,0,0,0
1.0,75.5,2.6972130750869825,9.17938364393698,train/a_1.0_75.5_2.6972130750869825_9.17938364393698.png,0,0,0
1.0,76.0,4.525768846127317,7.488559515453894,train/a_1.0_76.0_4.525768846127317_7.488559515453894.png,0,0,0
1.0,76.5,2.6335810598282605,8.054837119951733,train/a_1.0_76.5_2.6335810598282605_8.054837119951733.png,0,0,0
1.0,77.0,2.0,7.489124843246153,train/a_1.0_77.0_2_7.489124843246153.png,0,0,0
1.0,77.5,5.684628634161484,7.972605803147032,train/a_1.0_77.5_5.684628634161484_7.972605803147032.png,0,1,0
1.0,78.0,2.0,8.82529854075217,train/a_1.0_78.0_2_8.82529854075217.png,0,0,0
1.0,78.5,2.0,9.512760132070785,train/a_1.0_78.5_2_9.512760132070785.png,0,0,0
1.0,79.0,6.4322288692247245,9.40814854323996,train/a_1.0_79.0_6.4322288692247245_9.40814854323996.png,0,1,0
1.0,79.5,2.0,8.733417484516986,train/a_1.0_79.5_2_8.733417484516986.png,0,0,0
1.0,80.0,3.5678050421525778,8.810374365248885,train/a_1.0_80.0_3.5678050421525778_8.810374365248885.png,0,0,0
1.0,80.5,4.083266380417772,9.049840727305337,train/a_1.0_80.5_4.083266380417772_9.049840727305337.png,0,0,0
1.0,81.0,2.0,8.840856602270003,train/a_1.0_81.0_2_8.840856602270003.png,0,0,0
1.0,81.5,2.0,9.705143451988507,train/a_1.0_81.5_2_9.705143451988507.png,0,0,0
1.0,82.0,2.70387108823245,9.635842714980873,train/a_1.0_82.0_2.70387108823245_9.635842714980873.png,0,0,0
1.0,82.5,2.0,7.952497734081,train/a_1.0_82.5_2_7.952497734081.png,0,0,0
1.0,83.0,3.1233354284543524,9.949063955503128,train/a_1.0_83.0_3.1233354284543524_9.949063955503128.png,0,0,0
1.0,83.5,2.0,8.807057277102468,train/a_1.0_83.5_2_8.807057277102468.png,0,0,0
